Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance,Population,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Median Sales Price
$'000s",Mean Sales Price,Annual median salesprice change,Annual change in sales Count,"Sales
No.",No. 1 Bedroom rented,No. 2 Bedroom rented,No. 3 Bedroom rented,No. 4 or more Bedrooms rented,No. Bedsitter rented,No. Not Specified rented,No. Total rents,"Median Weekly Rent for New Bonds
$",Annual change in Median Weekly Rent,Annual change in New Bonds Lodged,"New Bonds Lodged
No.","Total Bonds Held
No.",sum of speeding fines paid in 2015($),SalesNo
2754,3569,3569,56396,47430,0.79,2831,59202,53470,0.14,512,850,-133,3569,58761,49370,3569,2297,804,0.08,277,94906,31616,0.08,277,75078,18312,0.77,2762,15919,11431,3909,126941,57392,5284,3379,3359,188004273,2816,38773046.77,2418,3336118.21,57,97814.08,2419,3432523.56,2613,40849428.79,184,1070525,718,797,-0.1978,1.2,20,20,112,235,128,5,20,514,480.4285714,-0.0211,-0.0336,105,1034,79231,20
2756,20911,20911,60874,50276,0.83,17399,60699,53722,0.15,3088,-371,-772,20911,63414,52639,20911,2457,858,0.09,1795,109152,45780,0.09,1783,81435,22028,0.81,16851,17318,11967,23656,113664,50792,32296,20658,20548,1202840849,17651,251527136.1,15649,21893692.94,299,385410.61,15647,22277873.83,16541,264348731.2,1016,6179067,678,745,-0.0782,0.125,90,138,367,1183,511,5,99,2303,430.5714286,0.0345,0.078485714,492,4606,452837,90
2758,5602,5602,61581,48775,0.77,4307,63901,55049,0.2,1108,237,-512,5602,64820,51795,5602,3095,766,0.11,620,86938,38061,0.11,623,61023,20393,0.76,4263,19115,13425,6120,155883,70531,8527,5502,5476,333427602,4517,73691113.9,4022,6177398.2,100,148741.83,4019,6324389.69,4210,78360320.43,168,1090299,769,811,-0.1731,0.4,20,20,41,74,58,0,5,200,496.6666667,0.018733333,-0.07575,45,398,161300,20
2759,16257,16257,56613,50976,0.88,14347,59894,55395,0.14,2281,-3447,-2581,16257,59088,53202,16257,2457,1089,0.07,1095,65812,34015,0.07,1077,44703,15757,0.82,13393,14571,11444,18505,100604,51355,26501,16232,16152,893567641,14097,174287031.4,12723,16460211.35,231,275536.07,12721,16733311.12,13343,185513279.3,839,4842864,724,719,0.0887,-0.0847,54,20,131,850,366,0,103,1480,446.1666667,0.0049,1.266833333,246,2950,343821,54
2760,18577,18577,52590,48354,0.89,16558,55101,52458,0.09,1757,-3472,-3442,18577,54810,50345,18577,2209,946,0.06,1166,56001,28120,0.06,1124,38397,13404,0.81,15008,13148,10429,21723,65255,31887,27032,17586,17447,884009203,15076,160640219.6,13124,15688294.92,226,265022.29,13124,15952551.79,14144,170825514.4,1582,9617929,555,577,-0.0089,0.8451,131,194,1233,2289,846,20,319,4894,371,-0.008057143,0.009242857,902,9795,377195,131
2761,19220,19220,54511,50004,0.9,17333,58228,54610,0.13,2481,-5050,-3913,19220,56830,52245,19220,2286,1127,0.07,1433,61393,29287,0.07,1394,44312,15768,0.82,15679,13894,11206,21306,71594,37881,27726,18294,18150,965479098,15627,183546190.8,13895,17512210.31,259,374715.21,13890,17881063.75,14821,196262317.8,1277,7013839,652,673,0.0593,0.6,72,20,212,1177,717,5,191,2318,448.4285714,-0.015928571,-0.034542857,414,4640,310248,72
2762,6338,6338,62419,55765,0.88,5605,66879,61156,0.15,930,-5203,-3994,6338,64765,58153,6338,2307,950,0.09,569,59621,22487,0.08,530,45170,11246,0.83,5235,17300,13759,6481,75189,39372,3812,4401,4351,261709732,3766,54344333.53,3372,4821403.75,53,55071.81,3370,4872372.63,3586,58151001.76,187,1142105,858,837,0.2629,0.102,54,20,89,280,1068,5,64,1530,503,0.011642857,0.184,415,3056,40129,54
2763,18664,18664,58242,51737,0.88,16400,62667,57058,0.16,2940,-5081,-3909,18664,60433,53878,18664,2179,899,0.08,1552,54678,25525,0.08,1491,36783,11443,0.8,15015,15936,12478,20840,92194,45912,29849,18265,18152,1039937561,15543,210338186.7,13877,19007497.68,254,271215.14,13876,19275009.62,14774,223254107.4,929,5248854,752,755,0.0907,0.2222,88,82,346,1366,656,5,117,2570,456.2857143,0.039657143,0.245385714,424,5142,295451,88
2765,12092,12092,63913,52163,0.82,9965,62761,56780,0.17,2051,-483,-1031,12092,66558,54732,12092,2598,858,0.09,1030,71906,32242,0.08,995,52028,16809,0.81,9805,18737,12910,13079,106013,44140,14841,9897,9829,592732518,8473,127644547.2,7438,10846130.59,145,217304.43,7436,11061895.92,7897,136186145.7,489,3036313,782,878,0.0276,0.8491,98,75,211,614,1050,5,150,2108,483.7142857,-0.0137,0.0773,496,4213,219550,98
2766,9024,9024,52665,48197,0.88,7976,56305,52988,0.12,1121,-4438,-3660,9024,54782,50134,9024,2082,1003,0.07,644,52473,30176,0.07,612,35674,14998,0.8,7209,13452,10645,10224,71522,32957,14178,8747,8686,449353951,7410,84277279.27,6461,7932534.17,123,133350.65,6460,8065111.95,6997,89920401.45,612,3408207,693,697,0.094,0.1818,20,20,133,532,274,0,298,1255,436.1666667,0.001466667,-0.1587,197,2512,145950,20
2767,13395,13395,52858,47669,0.89,11856,57153,52822,0.16,2131,-4838,-3560,13395,54982,49848,13395,2111,988,0.08,1011,103452,26503,0.07,967,90007,12260,0.8,10684,13613,10648,15240,74418,33333,19505,12937,12822,670312229,10875,126539140,9439,11954692.69,174,197495.67,9436,12148626.47,10271,135193020.5,915,5514739,660,703,0.0248,-0.0625,20,44,216,704,354,5,76,1395,464.4285714,0.018071429,-0.049642857,217,2794,242101,20
2768,16275,16275,64254,54112,0.86,14058,69266,60912,0.23,3735,-7027,-5030,16275,66776,56360,16275,2472,923,0.09,1399,386805,29677,0.08,1351,377858,14109,0.8,12992,19106,14252,17859,100451,54540,26462,16171,16031,1005185677,13577,220006475.8,12173,18629703.15,196,221169.78,12171,18843681.88,12879,234190974,656,3644372,960,973,0.1179,0.0161,63,35,47,376,974,5,86,1521,529,0.002271429,-0.069514286,240,3044,202142,63
2770,28026,28026,47313,43827,0.88,24746,50344,47830,0.08,2159,-3550,-2632,28026,49381,45711,28026,2057,848,0.07,1880,51557,29072,0.06,1808,35684,14622,0.77,21587,11465,9070,35330,53115,19903,60345,27183,26962,1252110324,22586,215068956.3,18832,21341223.21,316,377200.13,18827,21712187.45,20822,226729996.6,3374,21861062,519,544,0.0813,0.2473,116,225,1388,2832,644,5,598,5696,345.2857143,-0.052914286,-0.1609,889,11388,611839,116
2773,3874,3874,72938,54402,0.78,3038,73564,61358,0.2,777,-1303,-731,3874,76035,57067,3874,3027,902,0.09,334,126338,28526,0.08,326,86910,11837,0.76,2939,24988,16841,4341,208287,103175,5856,3853,3832,269147031,3141,65249704.09,2772,4974062.64,71,86191.62,2772,5060244.26,2912,68779110.37,137,776988,837,910,0,0,5,20,44,111,69,0,20,248,500,-0.016816667,0.033333333,45,512,39625,5
2774,7950,7950,63526,52206,0.82,6521,67096,59500,0.17,1339,-1855,-1190,7950,66053,54448,7950,2500,854,0.08,642,110719,25598,0.08,616,85966,11894,0.77,6135,19594,14430,9089,161530,81995,12650,7837,7788,476117184,6426,104213686.3,5710,8737550.29,136,166641.44,5707,8900681.02,6003,109972240.6,365,1922446,720,761,0.0213,0.0278,37,20,80,287,145,5,20,565,504.7142857,0.014771429,0.105242857,98,1122,135767,37
2775,883,883,56625,41676,0.74,652,56129,48066,0.15,133,16835,1863,883,59264,44713,883,2412,605,0.14,122,111547,39152,0.13,118,94232,20680,0.76,667,16702,9444,1024,125341,50636,1541,843,836,46769382,702,9984814.31,588,828011.04,11,17373.88,587,844797.92,626,10545802.27,36,253489,837,910,0,0,5,5,20,20,5,0,5,61,502,0,0,30,116,17283,5
2776,2526,2526,61662,51530,0.83,2092,63909,56937,0.17,419,-353,-798,2526,64219,53626,2526,2532,921,0.1,248,67889,30370,0.09,229,45325,11473,0.78,1977,18071,13369,2870,155221,77697,3992,2535,2525,152730833,2114,32827320,1884,2802490.07,50,63932.95,1885,2866393.17,1981,34582564.86,118,600206,837,910,0,0,5,5,20,91,44,5,5,176,497.1428571,0.017114286,0.028571429,50,346,63531,5
2777,10801,10801,60591,49325,0.8,8693,64169,56084,0.16,1765,-633,-816,10801,63041,51405,10801,2421,776,0.09,944,74816,26694,0.08,900,52155,12592,0.77,8274,18072,13502,12075,157173,80679,17783,10729,10666,635264678,8807,136773085.3,7772,11606612.93,192,237096.21,7772,11841818.29,8170,143753788.1,514,2628422,669,703,0.0285,0.1364,50,71,183,392,165,5,20,840,473.7142857,-0.016528571,-0.109828571,134,1676,186012,50
2778,1536,1536,58215,47618,0.79,1221,61225,53779,0.14,213,707,45,1536,60538,49736,1536,2316,711,0.12,177,59544,23658,0.11,170,35877,9926,0.75,1153,17273,13115,1756,153512,76176,2431,1510,1498,86594117,1244,18357861.93,1083,1574273.22,32,37961.06,1082,1611716.36,1139,19331833.36,90,478417,837,910,0,0,5,5,20,39,20,0,5,75,502,0,0,30,164,34873,5
2779,2860,2860,55096,46557,0.82,2349,58808,51785,0.11,320,307,-267,2860,57148,48271,2860,2006,768,0.11,305,62259,23266,0.1,295,44574,11141,0.76,2175,15405,11832,3280,124112,65334,4534,2855,2836,152849543,2334,30435588.72,2071,2769342.95,36,42358.87,2070,2810026.09,2184,31764738.77,208,1226644,620,621,-0.0746,1.2222,20,20,40,129,55,5,5,247,494.5714286,0.019885714,-0.042014286,50,501,70355,20
2780,7719,7719,50825,37926,0.71,5504,51602,42959,0.14,1065,3922,1374,7719,52849,39530,7719,1998,443,0.15,1195,69454,25926,0.15,1142,47767,11234,0.7,5385,15263,9142,9054,136459,47630,12920,7513,7462,367937515,5849,72041570.35,4724,6239339.22,117,156846.86,4721,6391336.72,5192,74999694.16,696,4472312,650,662,0.0046,0.0351,59,203,414,629,164,5,61,1479,439.1428571,0.0162,-0.062771429,270,2955,203831,59
2782,3504,3504,57727,42948,0.69,2413,60328,51900,0.16,565,3486,1652,3504,60278,44893,3504,2500,650,0.13,451,70964,28497,0.12,433,45616,12617,0.71,2480,18693,12256,4002,185522,80658,5935,3471,3443,194856650,2719,42309443.57,2280,3475894.5,67,92556.77,2278,3567534.41,2440,44529791.2,200,1102012,670,735,-0.0037,0.2083,20,20,66,226,91,0,20,410,501,0.00795,0.0513,75,833,107729,20
2783,1587,1587,53402,44734,0.8,1272,56145,48816,0.12,190,686,150,1587,55605,46661,1587,2159,723,0.13,202,77804,22573,0.12,189,56164,11590,0.76,1214,14510,10540,1805,124361,58768,2886,1592,1579,81101106,1311,15542707.13,1113,1436200.02,28,37354.62,1113,1473554.64,1193,16442221.56,140,767421,837,910,0,0,5,20,42,90,31,0,5,193,489.1666667,0.019733333,0.022216667,45,381,42765,5
2784,744,744,52921,43729,0.78,579,58165,49980,0.14,103,535,-105,744,55060,45286,744,2099,538,0.15,108,41456,25766,0.15,115,26263,14567,0.72,539,15727,11159,854,126478,61976,1215,742,737,39010995,594,7881812.38,497,690949.28,13,15953.74,497,706903.02,528,8304386.9,50,319731,837,910,0,0,5,5,20,20,5,0,0,65,502,0,0,25,115,18053,5
2785,2679,2679,51483,38477,0.67,1793,56466,47023,0.17,449,3821,1435,2679,53642,40357,2679,2070,511,0.17,463,74773,24300,0.17,455,54074,9735,0.69,1854,15868,9416,3076,172706,70344,4570,2645,2612,137879671,2040,29165556.99,1688,2415659.23,35,173867.24,1685,2588786.56,1810,30466891.87,185,1178101,625,624,0.0331,0.6667,20,20,108,195,58,5,20,406,476.4285714,0.001785714,0.063,79,812,55976,20
2786,693,693,49278,39428,0.7,482,54163,46276,0.14,100,5638,1326,693,51633,41096,693,2314,497,0.15,105,57994,24621,0.14,99,43745,11054,0.7,483,14325,9376,802,147619,50062,994,660,653,31993262,514,6160503.74,422,551087.3,11,16944.36,421,566612.48,445,6322738.15,50,354096,837,910,0,0,5,5,31,34,20,5,5,90,502,0,0,35,190,21843,5
2787,2427,2427,50338,44147,0.74,1799,56433,52300,0.12,300,2291,468,2427,52683,46844,2427,2076,642,0.1,254,98880,33695,0.1,251,85404,26547,0.74,1784,14259,10880,2694,128739,53937,4233,2394,2368,115499899,1908,22265478.17,1595,2031480.47,46,50459.47,1595,2081939.94,1720,23134963.07,155,1093948,837,910,0,0,5,20,87,139,70,5,20,339,418.2857143,-0.016914286,0.259114286,101,680,61478,5
2790,7493,7493,55762,43803,0.78,5879,61487,50906,0.12,911,977,144,7493,57770,45547,7493,1910,671,0.08,627,90343,29269,0.08,610,72514,18044,0.74,5579,16498,10866,8824,138124,55637,14815,7357,7305,398766594,5901,81993920.27,5016,7097347.87,118,159102.85,5015,7255396.23,5358,86090511,635,4618993,350,399,0.0014,0.3,52,67,389,586,147,5,58,1255,397.2857143,-0.003628571,0.002214286,186,2507,198806,52
2791,160,160,49358,43362,0.71,113,47325,42971,0.22,35,9308,1752,160,52800,46446,160,3061,774,0.1,16,153283,114306,0.11,17,116305,77841,0.72,115,13951,10058,181,166542,66143,693,172,169,9438526,128,2089256.95,114,174416.08,5,7387.71,114,181803.79,120,2179200.24,13,79959,837,910,0,0,5,5,5,5,5,0,0,20,502,0,0,25,40,4568,5
2792,211,211,48182,33974,0.66,140,47749,40036,0.2,43,4136,-77,211,53349,37831,211,3023,462,0.11,24,73922,34044,0.11,24,65445,27238,0.63,133,17029,9984,236,200651,49086,494,195,192,10642614,153,2393641.54,130,198331.45,4,5532.1,130,203801.57,138,2467334.34,16,87050,837,910,0,0,5,0,5,5,0,0,0,5,502,0,0,15,15,2850,5
2794,5511,5511,45286,38839,0.72,3968,46506,42816,0.12,655,3429,1267,5511,47837,41019,5511,2209,488,0.09,516,105413,39153,0.09,514,92411,24968,0.71,3914,12084,7864,6122,113197,43175,10002,5524,5482,240604377,4337,42759749.6,3524,4108825.95,53,63719.67,3522,4170535.52,3844,44344151.1,503,3420929,280,293,0.0842,0,36,38,305,392,89,5,20,854,394.7142857,0.007042857,0.052757143,145,1703,125600,36
2795,23409,23409,55398,45873,0.81,18943,56901,50688,0.14,3242,980,-30,23409,57838,47984,23409,2282,760,0.08,1886,111658,37798,0.08,1863,89098,23900,0.76,17851,15823,10972,26133,134988,57505,39879,22728,22551,1225381659,18778,248634696.7,16195,22028281.04,392,485494.13,16190,22496422.68,17292,261245600.6,1919,12089184,450,460,0.0514,0.1633,171,320,1074,1410,878,42,410,4134,373.4285714,0.014857143,0.062071429,788,8268,563399,171
2797,237,237,45128,39685,0.71,169,53302,49459,0.11,26,88,350,237,47542,41910,237,1893,656,0.18,42,90586,57450,0.16,39,79034,55875,0.72,170,12084,9786,259,102263,59383,216,237,229,10352732,186,1925985.11,157,181947.7,5,7146.19,156,188615.59,170,1935057.49,12,58790,837,910,0,0,5,5,5,5,0,0,5,5,502,0,0,25,25,6735,5
2798,1278,1278,65116,47018,0.75,957,65550,53982,0.2,257,477,-151,1278,68452,49950,1278,3020,890,0.15,190,119961,38028,0.15,194,95159,30436,0.75,956,22244,13073,1347,164322,84964,2385,1262,1241,78903283,1018,18900214.28,889,1469716.27,29,35378.45,889,1505094.72,934,19809042.38,42,299190,837,910,0,0,5,5,20,31,20,5,5,84,502,0,0,35,170,20162,5
2799,2255,2255,50645,44012,0.79,1790,55648,49710,0.12,272,-2210,-406,2255,53099,46025,2255,2320,893,0.09,196,81829,33017,0.08,190,73447,31365,0.76,1717,13441,9582,2536,108107,50525,3841,2176,2151,108732334,1778,20986083.71,1506,1945384.79,32,44650.82,1506,1990035.61,1606,21988646.85,186,1185495,332,339,-0.1205,0.2857,20,20,60,147,69,5,20,311,442.1428571,0.010157143,0.012414286,78,632,52470,20
2800,25735,25735,59782,46850,0.82,21022,58995,51280,0.14,3560,1235,-200,25735,62611,49388,25735,2702,1001,0.09,2212,100257,35234,0.08,2165,71221,20791,0.77,19874,17851,11055,28826,135811,57944,41363,24972,24761,1434606290,20779,307271448.8,17938,26007111.62,345,498733.94,17926,26478733.77,19164,323634200.3,1862,11464810,441,468,0.0895,0.1258,170,383,1089,2005,1005,20,128,4627,387.4285714,0.042342857,0.100985714,895,9257,513024,170
2806,480,480,47758,42349,0.69,332,49976,46320,0.14,67,1237,1014,480,50388,45284,480,2259,562,0.12,59,144928,76889,0.11,55,131985,61433,0.74,354,12678,9014,521,109591,46479,913,470,461,21631627,376,3889123,330,383615.94,8,10026.62,330,393642.56,347,4042539.44,30,207282,837,910,0,0,5,0,20,20,0,0,5,20,502,0,0,20,65,11022,5
2810,1629,1629,47750,39332,0.62,1006,44977,42032,0.13,213,3078,1107,1629,51198,42444,1629,2763,451,0.1,163,105697,51996,0.1,158,85586,35430,0.71,1155,13347,8509,1753,140970,53208,2975,1660,1640,72118451,1300,13047606.15,1028,1220258.72,14,17282.53,1028,1237535.46,1119,13004151.94,117,777879,837,910,0,0,5,5,45,51,20,0,5,132,451.3333333,-0.02355,-0.012816667,45,258,43044,5
2820,3140,3140,44706,38942,0.73,2305,49852,45958,0.12,384,735,-77,3140,47310,40905,3140,2162,676,0.1,304,136774,41722,0.09,298,124718,30708,0.7,2210,12007,8755,3519,100047,36924,7878,3087,3051,139765640,2497,25174351.17,2011,2377725.52,39,65187.02,2011,2442912.54,2202,25835827.71,381,2785012,168,183,-0.1067,-0.3333,20,31,130,287,83,5,20,559,379.4285714,0.0828,0.128085714,181,1115,101641,20
2821,2566,2566,47683,41021,0.74,1904,50749,46052,0.12,314,1934,856,2566,50256,43513,2566,2237,469,0.08,216,93892,39424,0.08,211,86275,31089,0.72,1858,13230,9192,2776,117099,47610,4943,2530,2496,117499160,2042,22136892.47,1688,2081028.37,27,25714.93,1688,2106244.03,1833,22812733.06,214,1553043,837,910,0,0,5,20,60,103,33,0,72,280,429.6666667,0.00145,0.015883333,60,568,84851,5
2823,777,777,49652,40823,0.7,542,49151,45429,0.16,128,3211,2246,777,53745,43747,777,2677,454,0.09,72,167050,37878,0.1,74,159708,29898,0.72,562,15014,10058,837,119862,42188,1405,762,746,38644697,614,7923423.35,510,700567.39,9,8915.59,508,708169.38,553,7958844.88,58,390877,837,910,0,0,5,20,20,33,5,0,5,79,450.8333333,-0.004166667,0.166666667,45,162,21920,5
2824,1217,1217,51005,42209,0.72,881,49616,45667,0.14,167,1009,319,1217,54687,45932,1217,3232,730,0.1,117,109178,55921,0.1,119,89601,40668,0.74,902,15219,10069,1416,131759,40217,2323,1231,1208,61644624,1023,12260754.44,846,1108588.9,12,15651.19,846,1124224.41,920,12627654.23,106,818993,837,910,0,0,5,20,39,53,20,5,5,131,462.4285714,-0.029071429,-0.014285714,50,273,23172,5
2825,1378,1378,52386,43651,0.75,1036,56009,49466,0.14,188,1159,224,1378,55985,47778,1378,3203,912,0.09,130,134261,46781,0.09,119,125864,38839,0.76,1041,15310,10890,1502,106543,40397,2688,1355,1338,80740484,1128,18257489.14,956,1478061.27,22,27632.71,955,1504351.89,1032,18831771.45,106,674614,837,910,0,0,5,5,38,63,20,5,20,149,467.4285714,0.0119,0.065928571,50,300,32386,5
2827,1821,1821,42814,38259,0.71,1290,47337,43652,0.12,226,2788,588,1821,45672,40434,1821,2033,420,0.09,168,132250,54362,0.09,172,113619,38559,0.69,1252,12190,8206,1992,95539,40872,3586,1848,1823,81979171,1474,14868823.45,1189,1404261.32,23,27882.55,1190,1432143.87,1307,15082081.86,178,1287818,837,910,0,0,5,44,67,118,32,0,20,274,455.8333333,0.0307,-0.096766667,45,555,34783,5
2829,1480,1480,45218,40526,0.72,1063,47812,43717,0.14,201,617,460,1480,48339,42733,1480,2704,498,0.1,150,151781,49882,0.1,149,139485,39181,0.72,1070,13806,8824,1715,121850,34632,3177,1466,1428,77667145,1220,16217534.08,1006,1383829.5,28,33417.36,1006,1416962.08,1110,15695780.22,154,1102983,837,910,0,0,5,20,52,80,20,0,20,173,414.6666667,0.116666667,2.7,60,365,42665,5
2830,24094,24094,54002,46486,0.82,19806,54726,49390,0.13,3082,1229,-150,24094,56424,48286,24094,2271,661,0.08,1921,107293,38943,0.08,1884,85086,26674,0.78,18828,14773,10231,26763,120822,46414,37737,23333,23137,1227309029,19502,242098219.3,16605,21779122.26,312,362178.98,16602,22135554.94,18072,255107303.6,1773,11175016,360,386,-0.04,0.146,157,248,1309,1660,985,20,177,4409,341.7142857,0.034871429,1.009342857,824,8808,562376,157
2831,1346,1346,43579,38524,0.65,879,51993,47097,0.14,185,1104,986,1346,46430,41054,1346,2516,300,0.14,186,130046,49690,0.14,183,120971,44053,0.68,914,13084,9212,1493,96168,39779,3889,1402,1360,64475843,1101,12232900.52,911,1146368.69,14,25063.05,911,1171044.47,994,12215099.86,120,880082,837,910,0,0,5,5,5,20,5,0,5,45,502,0,0,30,85,39492,5
2835,2229,2229,67304,54465,0.82,1827,73959,65169,0.17,368,-2636,-874,2229,69628,57143,2229,2147,697,0.08,174,93123,32131,0.08,170,77719,23811,0.78,1744,21132,16475,2657,110407,55695,4240,2259,2240,153321689,1916,35750842.78,1707,2872545.63,73,95017.47,1707,2967563.1,1773,37453800.73,121,839053,104,133,-0.54,0.8,20,63,124,183,132,20,33,548,340.1428571,-0.024171429,-0.076257143,139,1103,60603,20
2840,1328,1328,50848,45742,0.79,1044,52632,50394,0.16,212,843,18,1328,54631,47496,1328,2541,518,0.11,151,124649,40000,0.11,144,106069,27952,0.75,995,14263,11077,1657,77527,30716,2867,1308,1283,69761414,1111,13762919.42,958,1249205.98,37,44070.15,958,1293276.13,1032,14109527.16,121,803511,837,910,0,0,5,20,20,74,36,0,5,162,460,0,-0.048616667,45,317,37768,5
2842,271,271,35391,31503,0.56,153,48267,43668,0.13,36,1745,-376,271,37109,32649,271,1224,100,0.14,39,114348,41473,0.14,37,113168,43709,0.61,166,10427,7463,309,75630,30005,453,270,259,9796294,195,1643639.03,148,163424.58,4,4463.34,148,167883.5,165,1615788.88,22,185295,837,910,0,0,5,0,5,5,5,0,5,20,502,0,0,25,40,8970,5
2843,696,696,44216,31774,0.67,463,45316,38367,0.15,106,205,-192,696,47738,33810,696,2966,478,0.14,100,102273,27944,0.14,94,98471,31476,0.63,438,15044,7119,712,143215,47202,1279,711,687,27783095,510,4975178.41,393,462986.21,3,3009.02,393,465995.23,441,5054599.61,69,505354,837,910,0,0,5,5,20,34,20,5,5,67,502,0,0,35,156,17614,5
2844,679,679,47061,38435,0.66,447,46925,42047,0.13,88,1059,82,679,50810,42199,679,2574,480,0.13,86,119473,36716,0.13,87,107346,37923,0.68,465,14517,8963,669,103134,44003,1430,647,636,31029036,492,6524395.25,414,565467.56,3,3726.34,414,568487.24,438,6591638.18,52,353834,837,910,0,0,5,5,20,20,20,0,5,65,502,0,0,30,135,20358,5
2845,1043,1043,56518,46919,0.84,873,62072,52307,0.08,84,-2293,-1209,1043,58520,48842,1043,1978,850,0.07,73,149487,39899,0.07,69,138006,35486,0.77,801,16119,11588,1209,122314,57014,1904,1018,1012,55583966,837,11205353.49,726,1011142.53,13,15276.59,725,1025332.16,772,11902575.28,89,684416,837,910,0,0,5,20,35,40,20,0,5,124,502,0,0,30,244,28263,5
2847,1105,1105,52135,41015,0.82,908,58677,47992,0.09,95,-2102,-35,1105,54155,42413,1105,1924,775,0.08,86,61792,29180,0.08,86,51747,21369,0.73,803,15022,9984,1338,130421,55239,2307,1095,1083,55824274,865,10910867.88,728,976272.64,20,20915.51,728,997188.15,782,11493480.36,118,789125,837,910,0,0,5,5,32,63,20,5,5,121,469.5714286,0.005385714,0.071428571,50,251,29305,5
2848,553,553,41429,30616,0.71,393,49625,40744,0.09,48,3903,1218,553,43111,32844,553,1604,375,0.1,55,79899,27309,0.1,56,67540,18389,0.61,336,12880,7493,687,108904,40378,1727,544,532,22455969,385,4039854.12,303,367971.42,4,3035.16,303,371006.58,333,4211619.03,89,652440,837,910,0,0,5,20,74,70,20,5,5,185,467.4285714,0.0169,0.017857143,50,379,19868,5
2849,790,790,48705,36812,0.67,526,60588,47398,0.15,120,336,-500,790,52085,39651,790,2064,490,0.18,141,100022,29409,0.18,139,88942,32315,0.65,511,16866,9972,846,137389,60842,1600,773,752,35576987,557,7417592.96,442,621113.2,8,8742.75,442,629855.95,483,7547028.82,66,459349,837,910,0,0,5,5,20,38,20,0,5,84,502,0,0,30,172,16846,5
2850,10025,10025,58085,43204,0.78,7851,62674,48996,0.16,1587,161,-730,10025,60905,45540,10025,2543,805,0.11,1074,95211,34243,0.11,1086,78737,25308,0.74,7407,18185,10878,11033,127647,55308,15946,9647,9534,526451038,7615,111520801.8,6467,9438367.49,157,207971.08,6464,9639444.23,6934,117230985.1,767,4993473,439,471,-0.0011,-0.0918,89,92,320,737,404,5,96,1651,407.7142857,0.0305,-0.006871429,416,3305,224023,89
2852,1812,1812,52892,39725,0.76,1381,61632,48142,0.13,238,424,-701,1812,55356,41943,1812,2258,626,0.11,193,96227,38633,0.11,193,89098,34650,0.7,1263,17263,9502,2027,106509,51318,3357,1735,1698,85002126,1316,17220693.75,1064,1495284.22,31,41224.78,1064,1536501.04,1174,17944467.21,139,935895,360,360,-0.0495,0.25,20,20,56,113,57,5,20,257,478.8571429,-0.007942857,-0.057142857,50,528,64781,20
